Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;V15Z;V15B;V16Z;V16B;V17Z;V17B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;V26Z;V26B;V27Z;V27B;V28Z;V28B;V29Z;V29B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;V36Z;V36B;V37Z;V37B;V38Z;V38B;V39Z;V39B;V40Z;V40B;V41Z;V41B;V42Z;V42B;D43Z;D43B;V45Z;V45B;V46Z;V46B;V47Z;V47B;V48Z;V48B
02.03.2024;01:00;A 36;1;0;0;0;0;2;14;0;0;0;0;5;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;36;1;15;1;1;0;0;2;15;1;7;0;0;0;0;0;0;2;6;0;0;0;0;0;0;1;8;0;0;0;0
02.03.2024;00:59;A 36;1;0;0;1;22;0;1;0;0;1;4;0;0;0;0;1;28;1;24;0;0;0;0;0;2;1;8;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;6;0;0;0;0;1;4;0;0;0;0;0;0;1;7;0;0;0;0
02.03.2024;00:58;A 36;1;0;0;0;0;1;2;0;0;0;0;2;9;0;0;0;0;1;25;0;0;0;0;1;8;1;34;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;1;3;0;0;0;0;3;54;0;0;0;0;0;0;4;37;0;0;0;0
02.03.2024;00:57;A 36;1;0;0;1;61;0;0;0;0;1;53;0;0;0;0;0;0;1;3;0;0;0;33;0;0;1;14;1;6;0;0;0;0;1;25;0;0;1;13;0;0;1;5;3;7;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
02.03.2024;00:56;A 36;1;0;0;1;2;1;2;0;0;1;7;1;21;0;0;0;0;0;0;0;0;1;19;0;0;0;0;1;1;1;4;0;0;1;1;0;0;1;38;0;0;0;0;1;1;1;5;0;0;2;22;0;0;0;0;0;0;3;10;0;0;0;0
02.03.2024;00:55;A 36;1;0;0;1;24;1;24;0;0;2;9;2;7;0;0;0;0;3;2;1;1;2;31;0;0;3;17;1;4;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.03.2024;00:54;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;40;0;0;0;0;1;14;2;46;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0
02.03.2024;00:53;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;25;0;0;1;5;2;4;2;9;0;0;0;0;0;0;0;0;4;7;0;0;0;0;0;0
02.03.2024;00:52;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1;25;0;0;0;0;7;24;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;1;2
02.03.2024;00:51;A 36;1;0;0;0;0;1;16;0;0;0;0;0;7;0;0;0;0;1;4;0;0;0;0;0;0;2;13;1;4;0;0;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;1;4;0;0;1;30;0;0;3;13;4;5;1;3
