Datum;Uhrzeit;Bezeichnung;Intervall;V33Z;V33B;V34Z;V34B;V51Z;V51B;V52Z;V52B;D71Z;D71B;V111Z;V111B;V112Z;V112B;D121Z;D121B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B;T6Z;T6B;T7Z;T7B;V10Z;V10B;V20Z;V20B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;V122Z;V122B
08.03.2025;01:00;A 94;1;0;0;0;0;0;0;0;0;0;0;5;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;100;0;0;0;0;0;0
08.03.2025;00:59;A 94;1;0;0;0;0;1;2;0;0;0;0;2;8;1;2;1;2;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;1;1;3;5;0;100;0;0;0;0;3;4
08.03.2025;00:58;A 94;1;1;19;1;8;4;11;1;5;0;0;7;8;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;1;4;5;0;100;2;11;2;3;0;0
08.03.2025;00:57;A 94;1;0;0;0;0;2;7;2;7;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;0;100;0;0;0;0;0;0
08.03.2025;00:56;A 94;1;0;0;2;10;2;6;0;0;0;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;100;1;2;1;6;0;0
08.03.2025;00:55;A 94;1;0;0;0;1;2;10;0;0;0;0;2;3;2;3;3;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;100;0;0;1;12;3;7
08.03.2025;00:54;A 94;1;0;0;1;5;5;7;1;2;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;3;3
08.03.2025;00:53;A 94;1;0;0;0;0;3;5;0;0;0;0;4;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;100;0;0;0;0;0;0
08.03.2025;00:52;A 94;1;0;0;0;0;1;2;1;2;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;100;0;0;0;0;0;0
08.03.2025;00:51;A 94;1;0;0;0;0;2;7;2;2;0;0;7;14;3;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;4;0;100;0;0;0;0;3;3
08.03.2025;00:50;A 94;1;3;8;0;0;3;7;1;6;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;2;2;0;100;2;13;0;3;0;0
08.03.2025;00:49;A 94;1;0;0;3;5;3;22;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;3;0;0;0;100;0;0;1;12;8;9
08.03.2025;00:48;A 94;1;2;9;0;0;5;21;3;12;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;1;6;0;0;0;0
08.03.2025;00:47;A 94;1;1;6;0;0;0;0;0;0;0;0;4;4;1;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;100;1;5;0;0;3;4
08.03.2025;00:46;A 94;1;0;0;0;0;2;3;1;3;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;100;0;0;0;0;0;0
08.03.2025;00:45;A 94;1;0;0;0;0;3;10;1;3;0;0;16;19;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;7;7;0;100;0;0;0;0;0;0
08.03.2025;00:44;A 94;1;0;0;0;0;5;7;0;0;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;3;0;100;0;4;0;0;0;0
08.03.2025;00:43;A 94;1;4;12;0;0;4;12;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;100;2;15;0;0;0;0
08.03.2025;00:42;A 94;1;0;0;0;0;5;9;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;100;0;0;0;0;0;0
08.03.2025;00:41;A 94;1;0;0;0;0;4;14;4;11;0;0;7;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;100;0;0;0;0;0;0
08.03.2025;00:40;A 94;1;0;0;0;0;2;4;2;8;0;0;12;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;100;0;0;0;0;0;0
08.03.2025;00:39;A 94;1;3;5;0;0;2;7;1;2;0;0;5;18;0;0;2;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;4;4;0;100;1;8;0;0;6;6
08.03.2025;00:38;A 94;1;0;0;0;0;1;2;0;0;0;0;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;4;0;100;0;0;0;0;0;0
08.03.2025;00:37;A 94;1;0;0;0;0;1;3;2;5;0;0;3;9;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;0;100;0;0;0;0;1;2
08.03.2025;00:36;A 94;1;1;12;1;2;5;16;2;9;0;0;2;7;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;100;1;10;1;2;1;4
08.03.2025;00:35;A 94;1;0;0;0;0;4;23;2;3;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;100;0;0;0;0;3;4
08.03.2025;00:34;A 94;1;0;0;2;7;2;13;1;5;0;0;2;6;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;100;0;0;1;8;2;3
08.03.2025;00:33;A 94;1;0;0;0;0;5;5;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;0;0;0;100;0;0;0;0;1;0
