Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;V13Z;V13B;V15Z;V15B;D12Z;D12B;V14Z;V14B;V16Z;V16B;D31Z;D31B;V33Z;V33B;D32Z;D32B;V34Z;V34B;D41Z;D41B;D42Z;D42B;V43Z;V43B;V44Z;V44B;V45Z;V45B;TF38Z;TF38B;TB38Z;TB38B;TF41Z;TF41B;TB41Z;TB41B;V1Z;V1B;V2Z;V2B;V3Z;V3B;V4Z;V4B;V5Z;V5B;V6Z;V6B
03.02.2024;01:00;A146;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;9;2;8;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:59;A146;1;1;1;1;4;2;2;0;0;1;2;0;0;1;0;1;3;0;0;0;0;1;2;1;1;1;14;1;7;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:58;A146;1;1;22;1;18;2;3;2;3;1;0;3;4;0;0;0;0;0;0;0;0;2;19;2;2;2;11;2;11;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:57;A146;1;0;0;1;1;0;0;3;2;1;1;2;2;1;2;1;5;2;1;0;0;1;75;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:56;A146;1;1;3;1;2;2;2;1;0;2;2;2;2;2;2;2;16;0;0;0;0;2;16;2;2;4;16;4;16;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:55;A146;1;2;1;3;11;4;5;4;2;1;2;5;7;0;0;0;0;1;0;0;0;3;8;3;5;1;24;2;15;1;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:54;A146;1;3;3;5;5;6;8;1;0;0;0;2;3;0;0;0;0;0;0;0;0;1;6;1;1;1;14;1;6;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:53;A146;1;1;0;3;14;3;3;2;2;4;4;2;3;1;0;1;5;2;1;0;0;2;17;2;2;2;13;1;8;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:52;A146;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1;1;1;6;2;5;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:51;A146;1;2;2;3;5;4;5;1;0;0;0;0;0;2;1;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:50;A146;1;2;2;1;1;4;5;1;0;1;2;0;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:49;A146;1;1;1;4;16;2;3;2;3;4;5;4;6;1;1;1;5;0;0;0;0;2;7;2;2;2;17;2;13;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:48;A146;1;1;1;1;1;2;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;3;8;3;3;3;17;3;18;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:47;A146;1;0;0;1;3;1;0;1;0;0;0;2;3;0;0;0;0;0;0;0;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:46;A146;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;3;2;17;3;14;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:45;A146;1;2;2;1;0;4;5;1;0;1;3;0;0;0;0;0;0;0;0;0;0;2;7;2;2;1;12;2;9;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:44;A146;1;1;0;1;0;2;3;0;0;2;3;0;0;2;2;2;14;0;0;0;0;1;7;1;1;1;6;1;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:43;A146;1;0;0;1;2;0;0;1;0;1;2;0;0;1;0;1;5;0;0;0;0;5;17;4;4;5;20;2;20;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:42;A146;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;14;3;3;2;17;4;17;1;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:41;A146;1;2;2;3;6;5;6;1;0;0;0;2;2;1;0;2;3;0;0;0;0;0;0;1;1;1;9;2;5;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:40;A146;1;2;2;2;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:39;A146;1;0;0;2;6;2;1;2;1;0;0;4;6;0;0;0;0;0;0;0;0;2;7;1;1;2;8;1;6;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:38;A146;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;0;0;3;17;4;13;2;23;3;26;2;2;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:37;A146;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:36;A146;1;1;1;1;1;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;4;1;1;1;8;1;6;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:35;A146;1;1;1;2;3;2;2;0;0;6;9;0;0;1;9;1;8;0;0;0;0;3;28;3;5;1;45;2;16;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:34;A146;1;0;0;1;3;0;0;1;0;1;0;2;3;3;2;2;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:33;A146;1;2;1;3;8;2;2;3;2;3;3;6;9;1;0;1;4;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:32;A146;1;3;1;4;9;2;2;1;2;2;2;1;3;1;0;1;4;2;1;0;0;1;28;1;0;1;6;1;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:31;A146;1;0;0;1;3;0;0;1;0;1;1;2;2;0;0;0;0;0;0;0;0;4;32;4;4;4;27;4;21;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:30;A146;1;1;0;2;4;2;2;1;1;2;6;2;3;0;0;0;0;0;0;0;0;1;14;1;1;1;6;1;4;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:29;A146;1;0;0;3;6;0;0;3;2;3;2;2;3;1;0;1;4;0;0;0;0;2;9;2;2;2;14;2;12;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:28;A146;1;3;34;4;10;4;7;2;1;1;0;4;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:27;A146;1;0;0;3;12;3;6;2;1;5;8;0;0;2;3;2;12;1;48;1;6;2;39;2;2;2;20;2;11;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
03.02.2024;00:26;A146;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;1;1;5;1;1;1;9;1;5;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;100;0;100
