Datum;Uhrzeit;Bezeichnung;Intervall;D21_1Z;D21_1B;D21_2Z;D21_2B;V22Z;V22B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;V55Z;V55B;D61_1Z;D61_1B;D61_2Z;D61_2B;V62Z;V62B;D81Z;D81B;D82_1Z;D82_1B;D82_2Z;D82_2B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;V115Z;V115B;D121_1Z;D121_1B;D121_2Z;D121_2B;V122Z;V122B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TBS32Z;TBS32B;TBS35Z;TBS35B;TBS38Z;TBS38B;TBS41Z;TBS41B;VK1StoerZ;VK1StoerB;VK2StoerZ;VK2StoerB;VK3StoerZ;VK3StoerB;VK4StoerZ;VK4StoerB
08.05.2024;20:00;A 97;1;4;57;4;56;2;62;0;100;0;100;3;74;1;7;0;100;0;100;0;0;2;36;2;3;2;6;3;15;2;10;2;1;3;63;3;62;3;57;0;0;1;16;1;17;1;1;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:59;A 97;1;3;23;3;23;1;31;0;100;0;100;4;57;1;71;0;100;0;100;0;0;1;1;0;0;0;0;1;5;0;0;2;1;4;68;2;10;3;62;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;10;0;0;0;0;0;0;0;0;;
08.05.2024;19:58;A 97;1;2;82;2;82;2;32;0;100;0;100;1;43;2;33;0;100;0;100;1;6;0;0;0;0;0;0;0;0;0;0;5;10;5;55;2;58;1;64;0;0;2;92;2;91;1;10;0;0;0;0;0;0;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:57;A 97;1;7;83;7;83;0;99;0;100;0;100;2;65;3;25;0;100;0;100;1;9;0;0;1;2;1;1;1;1;1;2;5;6;6;47;2;25;5;55;0;0;3;45;3;44;3;6;3;5;1;1;0;0;1;1;2;8;0;0;0;0;1;5;0;0;0;0;0;0;0;0;;
08.05.2024;19:56;A 97;1;8;50;7;64;2;72;0;100;0;100;1;90;1;77;0;100;0;100;1;3;1;1;1;1;1;1;3;8;1;2;2;4;3;92;2;36;4;48;0;0;1;46;1;47;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:55;A 97;1;0;0;1;78;3;63;0;100;0;100;3;39;3;41;0;100;0;100;1;3;0;0;0;0;0;0;0;0;0;0;8;55;3;3;1;67;4;7;0;0;2;87;2;87;2;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:54;A 97;1;6;77;6;77;1;87;0;100;0;100;3;46;3;49;0;100;0;100;2;5;0;0;2;30;2;31;1;0;2;14;4;52;5;4;5;18;5;11;0;0;2;26;2;27;2;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:53;A 97;1;6;37;6;37;4;49;0;100;0;100;1;83;2;10;0;100;0;100;0;0;1;1;0;0;0;0;1;4;0;0;4;3;2;56;1;11;2;8;0;0;1;2;1;3;1;2;0;0;1;1;0;0;0;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:52;A 97;1;1;62;1;64;1;75;0;100;0;100;5;21;4;13;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;4;38;11;35;1;64;1;75;0;0;2;68;2;68;2;7;0;0;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:51;A 97;1;4;57;4;56;1;53;0;100;0;100;3;9;4;59;0;100;0;100;1;4;0;0;0;0;0;0;0;0;0;0;5;6;5;70;3;33;2;83;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:50;A 97;1;9;46;9;46;1;54;0;100;0;100;3;52;3;85;0;100;0;100;1;60;2;3;3;3;4;4;3;12;1;4;1;68;1;71;2;65;4;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:49;A 97;1;1;78;1;79;1;95;0;100;0;100;1;32;1;19;0;100;0;100;1;6;0;0;3;1;2;0;1;2;0;0;7;15;3;5;1;75;2;6;0;0;1;1;1;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:48;A 97;1;5;80;5;79;1;90;0;100;0;100;1;68;3;17;0;100;0;100;1;5;0;0;1;72;1;30;1;1;1;2;6;5;0;0;0;100;0;0;3;6;2;26;2;25;0;26;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:47;A 97;1;2;63;2;65;2;69;0;100;0;100;1;48;1;46;0;100;0;100;0;0;0;0;1;49;1;50;1;1;1;3;2;53;3;3;0;100;3;10;1;2;1;70;1;71;3;42;0;0;1;1;1;1;0;0;0;0;1;5;1;5;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:46;A 97;1;4;86;4;86;2;36;0;100;0;100;1;83;1;50;0;100;0;100;0;0;1;39;1;63;1;63;1;5;4;11;5;46;4;31;0;100;3;40;0;0;3;65;3;64;1;46;0;0;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:45;A 97;1;4;70;4;69;3;72;0;100;0;100;1;99;2;45;0;100;0;100;0;0;2;28;0;0;1;0;3;34;0;0;2;81;11;31;1;71;2;78;0;3;1;67;1;68;2;7;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:44;A 97;1;7;51;8;51;1;48;0;100;0;100;2;85;3;35;0;100;0;100;0;0;0;10;1;2;1;9;1;2;0;0;2;92;1;38;2;18;2;7;1;3;1;44;1;45;1;14;0;0;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:43;A 97;1;1;92;1;92;2;74;0;100;0;100;3;42;2;37;0;100;0;100;2;11;1;76;0;0;0;0;1;51;0;0;6;50;1;36;4;57;1;8;2;7;4;74;4;74;3;69;0;0;0;0;0;0;2;3;0;0;0;0;0;0;2;10;0;0;0;0;0;0;0;0;;
08.05.2024;19:42;A 97;1;5;75;5;74;1;82;0;100;0;100;5;51;4;67;0;100;0;100;3;38;0;0;0;0;0;0;0;0;0;0;6;57;7;59;4;22;4;31;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:41;A 97;1;6;39;5;38;4;54;0;100;0;100;1;85;0;84;0;100;0;100;0;0;1;15;1;17;1;15;2;10;1;17;2;77;2;86;3;30;3;90;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:40;A 97;1;1;91;1;92;1;7;0;100;0;100;5;33;4;48;0;100;0;100;2;6;1;58;1;94;1;95;1;3;2;36;6;9;7;52;1;61;1;67;0;0;1;63;1;63;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
08.05.2024;19:39;A 97;1;6;71;6;71;2;57;0;100;0;100;1;59;2;6;0;100;0;100;1;7;2;59;1;61;1;59;2;6;2;5;5;4;5;50;6;67;5;40;2;9;2;32;2;31;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;;
08.05.2024;19:38;A 97;1;1;23;1;24;1;14;0;100;0;100;1;82;1;78;0;100;0;100;1;5;0;13;1;65;1;66;1;2;1;5;0;0;1;0;0;0;1;2;0;0;1;52;1;53;2;8;4;6;0;0;2;3;0;0;1;5;0;0;1;5;1;5;0;0;0;0;0;0;0;0;;
