Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;V15Z;V15B;V16Z;V16B;V17Z;V17B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;V26Z;V26B;V27Z;V27B;V28Z;V28B;V29Z;V29B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;V36Z;V36B;V37Z;V37B;V38Z;V38B;V39Z;V39B;V40Z;V40B;V41Z;V41B;V42Z;V42B;D43Z;D43B;V45Z;V45B;V46Z;V46B;V47Z;V47B;V48Z;V48B
10.08.2024;02:00;A 36;1;0;0;1;1;0;12;0;0;1;9;0;0;0;0;0;0;0;0;0;0;1;15;0;0;1;5;1;3;0;0;0;0;0;0;0;0;1;6;0;0;0;0;1;2;2;3;0;0;0;0;0;0;1;2;1;1;0;0;0;0;1;1
10.08.2024;01:59;A 36;1;0;0;0;9;1;4;0;0;0;0;1;9;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;1;2;0;0;0;0;0;0
10.08.2024;01:58;A 36;1;0;0;1;11;0;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;2;11;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0
10.08.2024;01:57;A 36;1;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;1;21;0;0;0;0;1;1;1;9;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;37;27;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:56;A 36;1;0;0;0;0;1;6;0;0;0;0;1;10;0;0;0;0;2;2;0;0;0;0;1;1;2;11;0;0;0;0;0;0;0;14;0;0;1;20;0;0;0;0;0;0;1;5;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:55;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;8;1;2;0;0;0;0;0;0;1;3;1;1;0;0;0;0;1;9;1;6;0;0;0;0;8;4;1;1;0;0;0;0;0;0;1;4;0;0
10.08.2024;01:54;A 36;1;0;0;1;38;1;3;0;0;1;2;1;43;0;0;0;0;1;0;1;29;1;45;0;0;2;4;1;3;0;1;0;0;0;0;0;2;0;4;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:53;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;2;22;2;14;1;0;0;0;0;0;1;43;1;25;0;0;0;0;1;4;2;7;0;0;1;22;0;0;0;0;0;0;1;8;0;0;0;0
10.08.2024;01:52;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;1;1;2;2;0;0;0;0;1;32;0;0;0;0;0;0;1;7;0;0;0;0;1;2;0;0;1;20;0;0;0;0;0;0;0;0
10.08.2024;01:51;A 36;1;0;0;0;0;0;0;1;22;0;0;0;0;1;4;0;0;0;0;0;0;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;3;0;0;2;10;0;0;1;3
10.08.2024;01:50;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;44;0;0;1;4;2;7;1;15;0;0;0;0;1;1;0;0;1;40;0;0;1;3;1;4;2;6
10.08.2024;01:49;A 36;1;0;0;0;0;0;0;1;20;0;0;0;0;1;4;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;1;16;0;0;0;0;0;0;1;7;0;0;0;0;13;1;0;0;1;3;1;2;0;0;0;0;1;4
10.08.2024;01:48;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;1;13;0;0;0;0;0;0;2;6
10.08.2024;01:47;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:46;A 36;1;0;0;0;0;1;1;0;0;0;0;2;7;0;0;0;0;2;2;0;0;0;0;2;4;2;10;0;0;0;0;0;0;1;39;1;29;1;16;0;0;2;10;1;11;0;0;0;0;0;42;2;23;0;0;0;0;0;0;2;12;0;0
10.08.2024;01:45;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;0;2;4;1;10;2;7;0;0;0;0;1;20;0;0;0;0;0;0;2;5;0;0;2;4;0;0;19;5;0;0;0;0;0;0;1;5;0;0;0;0
10.08.2024;01:44;A 36;1;0;0;1;35;0;0;0;0;1;6;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;10;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;0;0;0;0;1;3;0;0;0;0;0;0
10.08.2024;01:43;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:42;A 36;1;0;0;2;29;0;0;0;0;3;34;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;5;1;5;0;0;0;0;0;0;0;0;1;6;0;0;0;0;1;2;1;6;0;0;11;22;0;22;0;0;1;3;1;4;0;0;0;0
10.08.2024;01:41;A 36;1;0;0;1;39;1;30;0;0;1;4;2;41;0;0;0;0;0;0;0;0;1;11;0;0;0;0;1;4;2;3;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;36;9;1;29;0;0;0;0;1;3;1;8;0;0
10.08.2024;01:40;A 36;1;0;0;1;36;1;26;0;0;2;11;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;1;58;0;0;0;0;0;0;2;4;0;0;14;3;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:39;A 36;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;1;4;1;2;1;1;0;0;1;8;0;0;1;4;0;0;38;12;0;0;0;0;0;0;1;5;0;0;0;0
10.08.2024;01:38;A 36;1;0;0;1;16;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;0;0;0;0;0;1;7;0;0;1;10;0;0;0;0;-1;0;0;0;0;0;1;3;2;11;0;0;0;0
10.08.2024;01:37;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:36;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;14;0;0;3;11;2;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;0;0;0;0;0;1;4;2;2;0;0
10.08.2024;01:35;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;1;5;0;0
10.08.2024;01:34;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;7;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:33;A 36;1;0;0;1;18;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;7;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:32;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;33;0;0;0;0;0;0;1;9;0;0;0;0;0;0;10;2;0;0;1;13;0;0;2;6;0;0;1;4
10.08.2024;01:31;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;4;0;0;0;0
10.08.2024;01:30;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;2;6;0;0;0;0
10.08.2024;01:29;A 36;1;0;0;1;3;0;0;0;0;1;9;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:28;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;1;5;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:27;A 36;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:26;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;12;0;0;0;0;0;0;1;6;0;0;0;0
10.08.2024;01:25;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;28;0;0;1;55;0;0;2;36;0;0;2;5;2;44;0;0;1;48;0;0;2;10;0;0;1;9;0;0;0;0;26;4;0;0;0;0;0;1;0;0;0;0;0;0
10.08.2024;01:24;A 36;1;1;1;2;12;1;1;0;0;3;15;1;6;0;0;0;0;2;7;0;0;0;0;0;0;2;24;0;0;0;0;0;22;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;6;5;0;0;1;34;1;2;1;12;1;6;1;3
10.08.2024;01:23;A 36;1;0;0;0;56;1;51;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;2
10.08.2024;01:22;A 36;1;0;0;1;5;0;0;1;4;2;5;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;71;0;0;0;0;0;0;1;5;0;0;17;35;0;33;1;75;1;1;4;21;3;3;2;28
10.08.2024;01:21;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;2;25;1;29;0;0;0;0;3;15;1;8;0;0;0;0;0;0;0;0;0;29;0;0;0;0;1;1;0;0;0;0;29;23;1;8;1;21;0;0;0;0;1;7;1;4
10.08.2024;01:20;A 36;1;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;2;8;0;0;26;15;1;1;0;0;0;0;2;29;1;7;0;0
10.08.2024;01:19;A 36;1;0;0;0;0;1;6;0;0;0;0;2;9;0;0;0;0;0;0;0;0;1;11;0;0;0;0;1;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:18;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;0;0;0;0;0;0;1;6;0;0;0;0;1;1;1;22;0;0;0;0;1;6;1;7;0;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:17;A 36;1;0;0;0;0;1;23;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:16;A 36;1;1;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2024;01:15;A 36;1;0;0;2;7;0;0;1;25;1;19;0;0;2;8;0;0;0;0;0;0;1;20;0;0;0;0;1;4;1;7;1;42;1;19;0;0;0;0;1;5;1;9;0;0;0;0;0;0;7;37;0;0;1;57;1;2;2;12;0;0;1;3
