Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;V111Z;V111B;D12Z;D12B;V121Z;V121B;D21Z;D21B;V21_2Z;V21_2B;V211Z;V211B;D23Z;D23B;D22Z;D22B;V221Z;V221B;D31Z;D31B;V31_2Z;V31_2B;V311Z;V311B;D32Z;D32B;V321Z;V321B;D41Z;D41B;V411Z;V411B;D43Z;D43B;D42Z;D42B;V421Z;V421B;D44Z;D44B;T1_T2Z;T1_T2B;TB1_TB2Z;TB1_TB2B;T3_T4Z;T3_T4B;TB3_TB4Z;TB3_TB4B;T5_T6Z;T5_T6B;TB5_TB6Z;TB5_TB6B;T7_T8Z;T7_T8B;TB7_TB8Z;TB7_TB8B;VR110Z;VR110B;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;V4_IOZ;V4_IOB;V5_IOZ;V5_IOB;V6_IOZ;V6_IOB;V7_IOZ;V7_IOB
17.06.2024;21:35;A 33;1;2;5;2;10;2;41;1;4;0;0;1;38;1;8;1;1;0;100;0;0;4;4;0;0;1;24;2;13;0;0;1;47;0;0;0;4;0;43;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:34;A 33;1;0;0;0;0;2;40;2;13;0;0;4;54;1;58;4;6;0;100;0;0;1;1;0;0;1;53;1;6;0;0;1;18;2;4;2;15;1;51;2;19;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:33;A 33;1;1;29;1;7;2;14;1;5;0;0;1;55;1;8;1;1;0;100;0;0;4;14;0;0;0;0;3;17;0;0;0;0;0;0;0;0;0;0;2;45;3;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:32;A 33;1;1;1;1;4;3;77;2;14;0;0;1;9;1;7;1;0;0;100;0;0;1;67;0;0;0;0;2;6;1;62;0;0;0;0;0;0;1;32;0;0;0;33;0;0;1;1;1;1;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:31;A 33;1;1;0;1;4;2;67;2;54;0;0;3;49;0;58;2;3;0;100;0;0;1;2;0;0;0;0;1;8;0;0;0;21;0;0;0;0;2;43;2;3;1;48;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:30;A 33;1;2;4;1;13;2;56;1;11;0;0;1;1;2;12;2;2;0;100;2;3;0;0;0;0;0;0;0;0;0;0;1;10;3;2;1;7;2;52;3;5;4;36;0;0;1;1;0;0;0;0;6;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:29;A 33;1;2;5;2;50;1;31;2;10;0;0;0;0;0;0;1;1;0;100;1;8;2;40;0;0;0;0;1;18;0;0;0;0;0;0;0;0;2;11;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:28;A 33;1;0;0;0;0;1;55;1;4;0;0;1;1;1;5;1;1;0;100;1;5;1;53;0;0;0;0;3;32;1;4;1;1;1;1;1;6;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:27;A 33;1;0;0;0;0;1;4;1;5;0;0;0;0;0;0;0;0;0;100;0;0;1;71;0;0;0;0;1;9;0;0;1;2;1;0;1;6;2;29;2;5;1;35;2;3;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:26;A 33;1;0;0;0;0;1;1;1;4;1;2;4;6;4;31;4;7;0;100;0;0;6;23;0;0;1;7;4;24;0;0;1;55;1;1;1;32;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
