Datum;Uhrzeit;Bezeichnung;Intervall;V111Z;V111B;V121Z;V121B;D21Z;D21B;D22Z;D22B;D23Z;D23B;V211Z;V211B;V221Z;V221B;V231Z;V231B;D33Z;D33B;V301Z;V301B;V311Z;V311B;V321Z;V321B;D41Z;D41B;D42Z;D42B;V411Z;V411B;V421Z;V421B;TA32Z;TA32B;TB32Z;TB32B;TA33Z;TA33B;TB33Z;TB33B;TA35Z;TA35B;TB35Z;TB35B;TA38Z;TA38B;TB38Z;TB38B;TA39Z;TA39B;TB39Z;TB39B;TA41Z;TA41B;TB41Z;TB41B;EG21Z;EG21B;EG22Z;EG22B;D11Z;D11B;D12Z;D12B;D30Z;D30B;D31Z;D31B;D32Z;D32B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB;A4_MP6Z;A4_MP6B;A22_MP1Z;A22_MP1B;A13_MP4Z;A13_MP4B;A45_MP2Z;A45_MP2B;A22_MP2Z;A22_MP2B
17.06.2024;21:35;A 22;1;0;0;2;14;1;1;3;3;0;0;1;32;0;0;1;13;0;0;0;35;1;4;1;3;0;0;3;11;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:34;A 22;1;2;3;2;13;0;0;1;1;0;0;3;44;0;0;0;0;0;0;3;61;0;0;2;3;1;4;1;46;0;0;1;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:33;A 22;1;3;6;2;6;1;0;2;1;0;0;0;0;2;1;1;60;1;9;0;0;2;11;0;0;1;2;3;10;0;0;1;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:32;A 22;1;0;0;0;0;0;0;0;0;0;0;0;9;2;3;1;42;0;0;0;14;1;18;0;0;0;0;2;7;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:31;A 22;1;0;0;2;34;0;0;4;7;0;0;1;30;2;2;3;30;0;0;1;34;3;31;2;8;1;3;4;12;0;0;1;0;5;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:30;A 22;1;0;0;1;54;0;0;3;5;0;0;2;1;4;3;3;21;0;0;2;4;1;30;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:29;A 22;1;0;0;0;0;0;0;0;0;0;0;0;15;0;0;3;41;0;0;0;15;2;58;0;0;0;0;2;36;0;0;0;0;5;8;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:28;A 22;1;0;0;3;27;0;0;5;9;0;0;1;52;0;0;1;54;0;0;1;57;1;59;2;8;0;0;2;32;0;0;0;0;3;4;0;1;0;0;0;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:27;A 22;1;0;0;1;80;0;0;5;51;0;0;1;1;0;0;0;11;0;0;1;5;0;0;1;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:26;A 22;1;1;2;4;11;0;0;3;3;0;0;0;0;0;0;1;17;0;0;0;0;1;7;0;0;0;0;1;25;0;0;0;0;3;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:25;A 22;1;0;0;2;6;0;0;3;2;0;0;0;0;1;1;1;26;0;0;0;0;0;3;2;9;0;0;3;12;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:24;A 22;1;0;0;1;37;0;0;3;3;0;0;1;2;1;1;0;0;0;0;1;6;1;4;0;0;0;0;2;11;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
17.06.2024;21:23;A 22;1;0;0;0;18;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;5;2;12;0;0;1;2;0;0;0;0;1;0;0;0;2;44;0;0;1;55;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
