Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D15Z;D15B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;D35Z;D35B;D36Z;D36B;D37Z;D37B;D41Z;D41B;D42Z;D42B;D43Z;D43B;VD111Z;VD111B;VD121Z;VD121B;VD131Z;VD131B;VD211Z;VD211B;VD212Z;VD212B;VD221Z;VD221B;VD222Z;VD222B;VD231Z;VD231B;VD232Z;VD232B;VD311Z;VD311B;VD321Z;VD321B;VD331Z;VD331B;VD411Z;VD411B;VD421Z;VD421B;VD422Z;VD422B;T32Z;T32B;T35Z;T35B;T38Z;T38B;T41Z;T41B;TB32Z;TB32B;TB35Z;TB35B;TB38Z;TB38B;TB41Z;TB41B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB;V5_StoerZ;V5_StoerB;V6_StoerZ;V6_StoerB;V7_StoerZ;V7_StoerB
17.06.2024;21:35;A 20;1;0;37;0;40;1;1;278;36;0;0;0;0;307;26;1;1;1;51;2;53;4;5;0;0;0;0;0;0;0;100;1;28;1;40;0;28;1;1;1;1;1;72;0;0;1;1;1;1;3;50;2;37;1;73;1;0;2;22;0;0;4;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:34;A 20;1;2;57;2;58;2;3;295;38;0;0;0;0;304;25;0;0;1;1;1;6;1;0;0;0;0;0;0;0;0;100;3;86;0;100;3;83;3;8;2;2;2;34;0;0;2;2;2;2;2;54;2;15;3;77;0;74;0;84;0;75;4;5;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:33;A 20;1;0;0;1;2;0;0;275;31;1;1;1;3;309;27;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;100;2;4;1;98;1;82;4;8;4;8;1;14;0;0;1;1;1;1;1;30;1;8;1;36;1;49;2;44;1;53;3;2;3;4;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:32;A 20;1;1;17;1;7;2;2;294;36;0;0;0;0;309;26;1;1;1;13;1;8;1;2;0;51;0;0;0;0;0;100;2;50;2;60;2;29;4;6;2;2;0;0;0;0;0;0;0;0;0;14;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:31;A 20;1;1;30;1;27;1;2;302;37;0;0;0;0;305;25;0;0;1;1;0;0;0;0;2;41;2;41;1;1;0;100;0;0;1;8;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;53;1;8;1;1;1;0;0;1;0;0;3;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:30;A 20;1;1;21;2;14;1;1;270;32;4;23;3;14;272;27;4;5;2;37;2;42;4;5;1;27;1;12;2;3;0;100;2;23;1;32;1;26;2;2;1;0;1;65;0;0;0;0;0;0;0;0;0;0;1;91;0;0;1;98;0;0;3;8;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:29;A 20;1;0;0;0;0;0;0;296;34;0;19;0;0;313;26;0;0;3;31;1;44;2;14;3;92;2;67;4;5;0;100;1;35;1;36;2;41;2;3;2;3;4;75;0;0;4;3;4;4;1;22;0;2;0;0;0;47;1;1;0;48;5;11;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:28;A 20;1;1;21;1;4;2;4;296;35;1;8;1;8;300;26;1;1;0;0;0;0;1;24;2;47;2;18;2;2;0;100;1;0;1;5;1;2;1;1;1;0;1;38;0;0;2;2;1;1;1;11;1;14;1;0;1;16;1;4;1;22;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:27;A 20;1;3;71;2;74;2;1;286;35;1;85;0;1;316;27;0;0;4;16;0;23;1;1;0;0;0;0;0;0;0;100;1;0;1;22;1;2;1;2;1;0;0;0;0;0;0;0;0;0;3;42;3;17;2;13;4;11;1;17;2;31;7;11;5;10;0;0;0;0;1;1;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:26;A 20;1;5;30;3;39;3;3;276;38;2;80;2;8;278;25;4;2;1;6;1;15;4;5;2;6;0;9;0;0;0;100;4;39;2;52;2;27;2;1;4;4;1;66;0;0;1;1;0;0;0;0;0;0;1;70;0;0;1;5;0;0;3;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
