Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D15Z;D15B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;D35Z;D35B;D36Z;D36B;D37Z;D37B;D41Z;D41B;D42Z;D42B;D43Z;D43B;VD111Z;VD111B;VD121Z;VD121B;VD131Z;VD131B;VD211Z;VD211B;VD212Z;VD212B;VD221Z;VD221B;VD222Z;VD222B;VD231Z;VD231B;VD232Z;VD232B;VD311Z;VD311B;VD321Z;VD321B;VD331Z;VD331B;VD411Z;VD411B;VD421Z;VD421B;VD422Z;VD422B;T32Z;T32B;T35Z;T35B;T38Z;T38B;T41Z;T41B;TB32Z;TB32B;TB35Z;TB35B;TB38Z;TB38B;TB41Z;TB41B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB;V5_StoerZ;V5_StoerB;V6_StoerZ;V6_StoerB;V7_StoerZ;V7_StoerB
29.09.2024;19:45;A 20;1;2;99;1;84;2;3;2;2;1;13;1;7;2;1;1;1;1;41;0;42;0;0;5;82;1;91;0;0;1;88;1;46;5;93;3;42;5;8;3;5;1;15;0;0;0;100;3;3;0;16;0;0;0;37;1;10;0;0;1;13;5;11;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:44;A 20;1;1;90;1;90;2;74;5;47;1;70;2;22;6;2;2;3;1;22;2;15;3;3;6;88;1;69;8;9;5;74;2;32;6;84;6;11;3;2;2;3;0;0;0;0;0;100;0;0;1;56;1;5;1;18;0;0;1;16;0;0;3;4;1;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:43;A 20;1;3;93;7;52;6;25;5;4;2;44;9;10;5;2;2;2;1;26;3;5;0;0;1;31;1;40;5;8;8;70;4;21;3;95;1;25;7;13;0;19;2;2;0;0;0;100;2;2;2;69;1;59;1;36;0;0;3;13;0;0;9;11;4;5;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:42;A 20;1;1;15;0;5;0;0;0;0;1;46;0;2;0;0;0;0;7;75;0;89;4;3;3;44;3;53;3;3;6;68;3;59;5;81;8;50;6;10;5;19;0;41;0;0;0;100;0;0;4;80;2;35;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:41;A 20;1;1;65;2;71;3;3;3;4;1;64;8;30;3;2;2;2;3;30;3;15;6;7;4;73;4;30;4;5;1;2;1;52;1;44;5;20;3;27;3;4;1;62;0;0;0;100;1;1;2;5;2;6;1;27;1;25;1;1;1;27;9;13;5;11;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:40;A 20;1;0;74;0;64;3;7;2;4;2;49;1;54;54;16;2;3;4;53;8;51;4;5;5;77;4;37;5;6;7;62;5;6;3;82;2;63;7;42;3;4;0;0;0;0;0;100;0;0;1;80;4;14;1;84;3;8;2;10;7;17;3;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:39;A 20;1;2;77;6;44;4;21;3;6;2;51;3;8;5;3;3;3;6;44;2;55;8;10;1;59;4;38;3;4;7;15;4;13;4;38;5;30;4;18;5;5;1;41;0;0;0;100;0;0;0;0;0;0;2;43;1;0;2;48;0;0;2;7;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:38;A 20;1;1;90;1;13;4;35;1;1;1;57;4;4;1;1;1;1;1;36;0;0;0;0;1;78;0;0;0;0;1;87;1;60;1;96;3;55;5;12;3;5;4;9;0;0;0;100;1;1;3;17;2;23;4;43;2;39;1;48;1;43;3;3;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:37;A 20;1;2;20;5;23;2;1;2;1;1;0;2;3;4;1;1;1;1;41;1;19;2;2;2;31;2;40;1;1;5;34;3;7;8;21;6;12;5;5;3;3;1;62;0;0;0;100;4;5;1;58;5;43;1;35;1;46;1;48;1;50;2;2;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:35;A 20;1;2;45;1;40;5;13;5;9;2;58;2;64;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;57;2;12;5;48;5;24;6;21;2;2;0;53;0;0;0;100;1;1;1;0;0;0;3;36;2;4;3;48;4;8;2;3;2;3;0;0;0;0;1;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:34;A 20;1;3;34;3;53;2;2;2;2;1;59;5;56;6;4;2;2;2;46;3;48;1;1;0;85;0;0;0;0;1;84;2;55;4;70;4;51;5;10;2;2;1;41;0;0;0;100;1;1;0;0;0;0;1;44;4;48;0;48;3;55;7;9;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:30;A 20;1;2;66;1;0;2;2;0;0;0;1;0;0;0;0;1;1;3;33;4;10;3;3;2;75;0;78;0;0;1;98;1;74;2;72;3;67;1;1;3;4;2;64;0;0;0;100;1;1;3;68;2;40;3;33;4;39;2;15;5;44;5;7;3;3;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:29;A 20;1;0;70;2;18;3;7;1;1;2;85;6;62;2;2;2;2;3;22;5;15;3;3;6;65;5;54;6;6;2;63;3;64;3;67;0;69;2;3;2;5;2;89;0;0;0;100;1;1;1;34;2;40;1;30;2;39;1;10;1;48;6;6;3;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:28;A 20;1;1;38;0;31;2;19;1;1;1;58;3;21;2;1;1;1;0;0;0;0;0;0;1;87;5;82;3;4;6;56;7;44;10;45;6;81;6;7;4;7;3;60;0;0;0;100;2;2;1;52;1;9;2;71;2;79;3;79;2;86;4;7;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:27;A 20;1;1;89;3;64;5;7;4;4;3;62;4;34;1;1;1;1;4;4;6;18;5;4;1;9;2;6;2;2;3;74;1;37;4;36;4;48;2;2;5;9;3;60;0;0;0;100;3;3;0;0;0;0;2;16;1;51;3;26;2;19;7;11;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:26;A 20;1;1;73;2;74;4;6;2;1;1;61;5;32;4;4;3;4;6;16;2;30;7;7;4;46;3;47;2;1;4;57;4;25;4;56;6;21;6;10;3;4;0;11;0;0;0;100;1;1;0;0;0;0;0;0;1;61;0;0;1;12;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:25;A 20;1;1;16;1;15;1;1;1;1;2;4;0;5;0;0;0;0;6;39;1;52;2;2;1;10;3;17;2;2;4;71;5;62;2;82;3;78;4;12;6;9;1;73;0;0;0;100;1;0;0;6;0;0;0;30;2;1;0;0;2;8;4;6;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:24;A 20;1;0;60;2;31;0;0;2;2;0;98;2;26;2;2;2;2;1;26;3;32;4;4;2;25;0;29;0;0;7;72;5;63;0;83;0;74;3;69;3;46;1;85;0;0;0;100;1;1;1;17;1;12;1;63;0;0;2;24;0;0;2;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:23;A 20;1;2;58;3;29;3;9;3;2;1;27;2;4;1;1;1;1;1;15;3;6;2;2;0;0;2;4;2;2;4;32;6;43;2;68;3;57;8;15;4;6;2;48;0;0;0;100;1;1;2;24;1;35;5;16;2;14;4;48;3;42;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:22;A 20;1;2;21;1;15;1;1;1;1;1;16;3;8;1;0;0;0;2;2;2;8;2;2;4;81;1;91;1;1;0;0;0;0;3;19;3;16;1;1;2;1;1;49;0;0;0;100;1;1;0;0;1;1;1;42;4;15;2;53;3;37;5;7;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:21;A 20;1;1;67;2;92;4;5;3;3;1;86;1;6;3;2;2;2;3;4;1;12;1;1;5;80;6;62;6;8;4;76;4;76;1;94;1;82;3;8;2;3;1;16;0;0;0;100;1;1;0;0;0;0;3;40;2;1;1;52;1;7;3;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:20;A 20;1;3;49;3;31;3;3;2;2;2;56;2;8;4;2;2;2;2;8;1;19;5;7;1;82;4;32;3;3;8;77;8;65;1;86;5;69;6;24;7;37;2;68;0;0;0;100;2;2;0;0;0;0;2;90;1;1;1;75;2;11;2;2;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:19;A 20;1;1;16;1;7;1;1;1;1;0;0;0;0;0;0;1;1;1;48;2;10;1;1;3;55;4;42;3;3;2;76;2;81;3;83;3;84;5;14;5;8;2;28;0;0;0;100;2;2;0;0;2;0;2;21;2;19;6;22;3;36;3;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:18;A 20;1;1;91;2;90;4;5;4;5;1;4;1;6;5;3;1;3;5;26;3;42;1;3;0;0;0;0;0;0;6;80;5;80;1;76;5;20;6;9;4;3;0;0;0;0;0;100;0;0;4;9;3;20;6;37;1;29;2;50;0;32;10;19;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:17;A 20;1;0;62;2;19;0;0;2;1;1;62;1;7;2;1;3;2;2;4;1;8;6;8;0;34;0;0;0;0;6;66;3;60;5;81;3;13;5;5;3;2;1;97;0;0;0;100;1;1;1;56;2;44;1;63;1;47;2;61;1;52;3;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:16;A 20;1;2;66;1;1;3;3;1;0;0;0;0;0;0;0;1;0;3;43;2;63;3;4;5;26;2;24;2;2;9;56;5;40;3;84;3;43;11;18;5;10;4;70;0;0;0;100;4;6;0;0;0;0;2;97;1;28;1;30;1;14;3;4;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:15;A 20;1;1;44;0;30;2;2;0;0;0;0;0;0;0;0;0;0;1;12;1;10;2;2;3;46;2;52;6;9;8;48;9;32;3;64;1;51;5;36;5;32;3;66;0;0;0;100;1;1;1;16;1;7;0;0;0;0;1;4;1;2;2;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:14;A 20;1;2;78;2;92;4;4;4;4;1;37;1;20;30;11;2;1;5;73;1;83;4;7;0;0;0;0;0;0;3;53;1;62;3;52;2;55;6;25;5;18;2;73;0;0;0;100;3;4;3;50;2;20;2;72;2;73;1;9;0;79;6;9;4;6;1;3;0;0;2;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:13;A 20;1;0;100;1;63;1;1;4;7;1;22;1;8;3;2;1;1;3;32;1;38;2;3;2;12;1;23;2;3;1;66;0;0;2;65;1;1;3;4;0;0;1;54;0;0;0;100;1;0;2;8;1;15;2;65;1;27;1;36;1;34;4;6;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
