Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;V15Z;V15B;V16Z;V16B;V17Z;V17B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;V26Z;V26B;V27Z;V27B;V28Z;V28B;V29Z;V29B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;V36Z;V36B;V37Z;V37B;V38Z;V38B;V39Z;V39B;V40Z;V40B;V41Z;V41B;V42Z;V42B;D43Z;D43B;V45Z;V45B;V46Z;V46B;V47Z;V47B;V48Z;V48B
02.11.2024;01:00;A 36;1;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;0;0;0;0;2;3;1;5;0;0;2;53;1;12;2;89;0;0;3;22;2;15;1;9
02.11.2024;00:59;A 36;1;0;0;0;0;1;53;0;0;0;0;1;9;0;0;0;0;1;15;0;0;1;24;1;1;1;24;1;4;2;7;0;0;1;4;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;1;2;1;11;1;2;1;4;3;4;3;8
02.11.2024;00:58;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;15;2;12;0;0;2;10;3;22;1;16;0;0;2;22;1;3;0;0;0;0;2;9;1;10;0;0
02.11.2024;00:57;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;17;0;19;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0;0;0
02.11.2024;00:56;A 36;1;1;1;0;0;1;58;1;62;0;0;2;10;1;8;0;0;1;13;1;10;1;12;0;0;1;10;2;9;1;3;0;0;2;27;1;1;1;27;0;0;1;16;1;6;1;7;0;0;1;24;1;18;0;0;0;0;1;11;1;8;0;0
02.11.2024;00:55;A 36;1;1;1;0;0;0;25;0;10;0;0;0;0;0;0;0;0;1;39;0;0;1;53;0;0;1;4;1;4;2;4;0;0;0;0;0;0;1;18;0;0;1;13;1;2;2;4;0;0;0;33;1;3;0;0;0;0;1;1;2;8;0;0
02.11.2024;00:54;A 36;1;0;0;1;16;1;29;1;28;1;7;2;11;1;8;0;0;2;20;0;0;1;12;1;2;3;24;1;4;1;4;1;23;0;0;0;0;1;64;1;6;1;11;1;2;1;5;0;0;1;16;0;0;0;0;0;0;1;9;0;0;0;0
02.11.2024;00:53;A 36;1;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;3;0;0;0;10;0;10
02.11.2024;00:52;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;0;0;1;5;1;11;1;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;5;2;5;0;0;0;0;0;0;1;26;0;0;0;0;1;31;1;32
02.11.2024;00:51;A 36;1;1;0;1;1;1;1;0;0;1;7;1;8;0;0;0;10;2;20;1;10;0;0;2;19;2;30;3;31;0;0;0;0;1;1;1;2;4;80;0;0;1;11;4;37;1;90;0;0;1;1;1;0;0;0;0;0;1;7;1;3;0;0
02.11.2024;00:50;A 36;1;0;0;0;0;0;18;0;0;0;0;0;0;0;0;1;13;1;32;0;0;0;0;3;38;3;37;1;17;0;0;1;43;1;2;0;0;0;0;1;10;3;11;1;5;1;2;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0
02.11.2024;00:49;A 36;1;0;0;0;0;1;61;0;0;0;0;1;7;0;0;0;0;1;1;1;0;1;1;1;3;1;6;1;3;1;2;2;23;0;0;0;20;1;8;1;14;1;2;0;0;1;11;0;0;3;49;0;0;1;5;1;3;2;53;1;4;1;3
02.11.2024;00:48;A 36;1;0;0;0;0;1;1;1;39;0;0;1;5;0;9;0;0;1;4;0;0;2;31;1;3;0;3;3;10;1;35;0;0;0;0;2;42;0;19;1;5;2;9;1;11;0;0;0;0;1;3;0;0;0;0;2;5;3;21;1;4;0;0
02.11.2024;00:47;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;5;2;8;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;0
02.11.2024;00:46;A 36;1;0;0;1;1;0;13;1;10;1;11;0;0;1;4;0;0;1;45;0;0;2;63;0;0;1;7;2;10;2;26;1;18;0;0;1;25;0;0;1;9;0;0;1;12;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0
02.11.2024;00:45;A 36;1;1;15;1;15;2;30;0;0;1;9;4;20;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;4;1;5;0;0;0;0;0;0;0;0;1;67;1;6;0;0;0;0;1;6
02.11.2024;00:44;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;0;0;0;2;5;1;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
02.11.2024;00:43;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;12;1;2;1;6;2;6;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;20;0;0;1;9;2;5;1;3
02.11.2024;00:42;A 36;1;0;0;1;8;0;0;1;18;1;21;0;0;1;7;1;13;0;0;1;4;0;0;1;7;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;0;0;0;0
02.11.2024;00:41;A 36;1;0;0;1;70;1;1;0;0;2;10;1;8;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;9;0;0;0;0;1;1;1;1;0;0;0;0;1;5;1;5;0;0;0;0;1;1;1;1;0;0;0;0;1;7;1;4;0;0
02.11.2024;00:40;A 36;1;0;0;1;0;0;0;0;0;1;11;0;0;0;0;0;0;0;7;0;0;2;13;0;0;0;0;1;3;2;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;34;1;30;0;31;1;4;3;55;2;17;0;0
02.11.2024;00:39;A 36;1;0;0;3;29;1;27;0;0;2;52;1;11;0;0;0;7;1;11;0;0;1;24;0;0;1;8;0;0;1;3;0;0;0;0;1;1;1;44;0;0;0;0;2;12;1;7;0;0;0;0;0;0;1;44;1;10;1;1;0;0;1;4
02.11.2024;00:38;A 36;1;0;0;2;3;1;37;0;11;2;11;2;13;0;0;1;6;0;0;1;2;1;30;1;9;2;4;4;12;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
