Datum;Uhrzeit;Bezeichnung;Intervall;V33Z;V33B;V34Z;V34B;V51Z;V51B;V52Z;V52B;D71Z;D71B;V111Z;V111B;V112Z;V112B;D121Z;D121B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B;T6Z;T6B;T7Z;T7B;V10Z;V10B;V20Z;V20B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;V122Z;V122B
04.04.2024;02:00;A 94;1;0;8;1;12;1;5;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;1;2;1;13;2;4
04.04.2024;01:59;A 94;1;1;8;0;0;4;9;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:58;A 94;1;1;10;0;0;1;3;1;5;0;0;2;10;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;1;9;0;0;1;0
04.04.2024;01:57;A 94;1;1;12;1;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;1;4;1;17;0;0
04.04.2024;01:56;A 94;1;1;2;0;0;2;9;0;0;0;0;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;11;0;0;0;0
04.04.2024;01:55;A 94;1;1;8;0;0;1;4;0;0;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;1;1;2;2;0;0;1;8;0;0;2;2
04.04.2024;01:54;A 94;1;0;0;0;0;2;14;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;2;0;0;0;0;0;0;2;3
04.04.2024;01:53;A 94;1;1;8;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0
04.04.2024;01:52;A 94;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:51;A 94;1;1;1;0;0;3;21;1;9;0;0;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;4;15;15;35;0;0;0;0;1;0
04.04.2024;01:50;A 94;1;0;0;0;0;2;7;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;10;0;0;0;0
04.04.2024;01:49;A 94;1;1;8;0;0;3;13;0;0;0;0;0;0;2;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;1;7
04.04.2024;01:48;A 94;1;0;0;0;0;1;8;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:47;A 94;1;0;0;0;0;2;4;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;1;0;0;0;0;0;0
04.04.2024;01:46;A 94;1;0;0;0;0;0;0;1;11;0;0;1;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0
04.04.2024;01:45;A 94;1;0;0;0;0;3;16;1;4;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;10;1;4;0;0;0;0;0;0
04.04.2024;01:44;A 94;1;0;0;0;0;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;2;2;0;0;0;0;2;2
04.04.2024;01:43;A 94;1;0;0;0;0;2;9;3;18;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;0;0;0;0;0
04.04.2024;01:42;A 94;1;0;0;1;9;0;49;3;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;12;0;0
04.04.2024;01:41;A 94;1;0;0;0;0;2;13;1;3;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;2;20;7;8;0;0;0;0;0;0
04.04.2024;01:40;A 94;1;0;0;0;0;0;0;0;0;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;1;4;0;0;0;0;0;0
04.04.2024;01:39;A 94;1;0;0;0;0;4;18;1;11;0;0;1;6;1;6;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;13;1;11;0;0;0;0;3;9
04.04.2024;01:38;A 94;1;0;0;0;0;0;0;3;86;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;3;26;3;6;0;0;0;0;3;4
04.04.2024;01:37;A 94;1;0;0;0;0;3;15;0;0;0;0;1;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;84;0;0;0;0;0;0;0;0
04.04.2024;01:36;A 94;1;1;6;0;1;1;2;1;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;28;0;31;0;0;1;33;0;0
04.04.2024;01:35;A 94;1;0;0;1;9;0;0;0;0;0;0;2;11;1;4;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;100;0;0;0;0;3;13
04.04.2024;01:34;A 94;1;0;0;0;0;0;0;2;11;0;0;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;15;0;100;0;0;0;0;0;0
04.04.2024;01:33;A 94;1;0;0;1;8;2;11;0;0;0;0;4;9;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;57;0;100;0;0;1;5;0;0
04.04.2024;01:32;A 94;1;0;0;0;0;3;9;0;0;0;0;5;19;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;10;0;100;0;0;0;0;2;9
04.04.2024;01:31;A 94;1;0;0;0;0;2;11;1;4;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;65;0;0;0;0;0;0
04.04.2024;01:30;A 94;1;0;0;0;0;2;10;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;2;0;0;0;0;0;0;1;1
04.04.2024;01:29;A 94;1;0;0;0;0;0;0;0;0;0;0;2;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;5
04.04.2024;01:28;A 94;1;0;0;0;0;2;32;1;5;0;0;1;5;1;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;7
04.04.2024;01:27;A 94;1;0;0;1;11;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;6;0;0
04.04.2024;01:26;A 94;1;1;13;0;0;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;2;1;1;1;5;0;0;0;0
04.04.2024;01:25;A 94;1;0;0;0;0;1;4;0;0;0;0;2;5;2;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;4;7
04.04.2024;01:24;A 94;1;0;0;0;0;2;5;0;0;0;0;5;26;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;3;2;0;18;0;0;5;7
04.04.2024;01:23;A 94;1;3;19;0;0;3;12;0;0;0;0;2;8;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;2;1;2;9;0;0;1;5
04.04.2024;01:22;A 94;1;0;0;0;0;4;14;1;6;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:21;A 94;1;0;0;0;0;3;7;1;3;0;0;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;1;0;0;0;0;3;3
04.04.2024;01:20;A 94;1;0;0;0;0;0;0;1;4;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
04.04.2024;01:19;A 94;1;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:18;A 94;1;0;0;0;0;1;2;1;4;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;3
04.04.2024;01:17;A 94;1;0;0;1;10;1;5;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;1;5;2;2
04.04.2024;01:16;A 94;1;0;0;0;0;2;12;1;3;0;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;3;0;0;0;0;0;0
04.04.2024;01:15;A 94;1;1;9;0;0;1;4;1;3;0;0;1;26;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;11;0;0;1;1
04.04.2024;01:14;A 94;1;0;0;0;5;1;5;0;0;0;0;2;5;2;2;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;1;11;1;7
04.04.2024;01:13;A 94;1;0;0;1;1;0;0;1;5;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
04.04.2024;01:12;A 94;1;0;0;1;8;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;1;7;0;0
04.04.2024;01:11;A 94;1;0;0;0;0;1;2;0;0;0;0;5;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;3;0;0;0;0;3;4
04.04.2024;01:10;A 94;1;0;0;0;0;0;0;1;4;0;0;2;10;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
04.04.2024;01:09;A 94;1;1;5;1;8;2;4;1;3;0;0;2;7;1;7;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0;1;1;2;3;3;4;1;1;1;7;2;6
04.04.2024;01:08;A 94;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
04.04.2024;01:07;A 94;1;0;0;1;9;0;0;0;0;0;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;2;0;2;1;10;0;0
04.04.2024;01:06;A 94;1;2;14;0;0;2;10;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;2;14;0;0;0;0
04.04.2024;01:05;A 94;1;1;4;0;0;1;3;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:04;A 94;1;0;0;0;0;2;7;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2
04.04.2024;01:03;A 94;1;0;0;0;0;0;0;0;0;0;0;3;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;3;2;1;0;0;0;0;3;4
04.04.2024;01:02;A 94;1;0;0;0;0;1;3;1;4;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:01;A 94;1;0;0;0;0;1;13;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5;1;0;0;0;0;0;0;0
04.04.2024;01:00;A 94;1;0;0;0;0;7;16;0;0;0;0;2;16;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;5
