Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D43Z;D43B;D44Z;D44B;HH51_M1_4501Z;HH51_M1_4501B;AH51_M2_4502Z;AH51_M2_4502B;HH55_M3_2137Z;HH55_M3_2137B;AH55_M4_2138Z;AH55_M4_2138B;Schluessel_S51Z;Schluessel_S51B;Schluessel_S55Z;Schluessel_S55B;D10Z;D10B;21Z;21B;22Z;22B;23Z;23B;24Z;24B;25Z;25B;26Z;26B;27Z;27B;Power_onZ;Power_onB;Fiber_reserveZ;Fiber_reserveB;LLB-TestZ;LLB-TestB;SyncZ;SyncB;foultZ;foultB
16.03.2025;01:00;A 13;1;0;100;0;100;0;39;1;1;2;2;1;40;0;0;0;0;0;0;0;0;2;3;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:59;A 13;1;0;100;0;100;1;76;0;1;0;0;0;0;1;1;3;3;0;0;1;1;1;1;1;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:58;A 13;1;0;100;0;100;0;0;3;2;1;2;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:57;A 13;1;0;100;0;100;0;0;4;10;0;0;1;58;1;1;1;1;1;7;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:56;A 13;1;0;100;0;100;0;0;2;3;2;2;1;31;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:55;A 13;1;0;100;0;100;1;49;0;0;1;1;0;23;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:54;A 13;1;0;100;0;100;0;0;0;0;1;1;1;72;1;2;2;4;0;0;1;0;0;0;4;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:53;A 13;1;0;100;0;100;0;0;1;1;1;2;0;0;0;0;1;2;1;46;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:52;A 13;1;0;100;0;100;0;0;1;2;0;0;1;69;1;1;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:51;A 13;1;0;100;0;100;0;0;1;2;1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:50;A 13;1;0;100;0;100;0;0;1;2;0;0;1;38;0;0;0;0;1;30;0;0;1;1;1;30;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:49;A 13;1;0;100;0;100;0;0;1;2;1;1;2;42;0;0;1;1;1;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:48;A 13;1;0;100;0;100;0;0;1;2;0;0;0;22;1;1;0;0;0;0;1;3;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:47;A 13;1;0;100;0;100;0;0;3;3;1;1;1;54;0;0;1;1;0;0;1;1;2;5;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:46;A 13;1;0;100;0;100;0;37;1;2;1;1;1;31;2;2;1;1;0;0;2;2;1;5;2;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:45;A 13;1;0;100;0;100;1;97;1;2;0;0;0;0;1;1;2;2;0;0;0;0;0;0;2;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:44;A 13;1;0;100;0;100;0;0;1;1;0;0;1;74;0;0;0;0;0;0;0;0;1;1;2;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:43;A 13;1;0;100;0;100;2;73;3;5;1;1;1;26;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:42;A 13;1;0;100;0;100;0;71;0;0;2;3;1;42;1;2;3;18;0;12;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:41;A 13;1;0;100;0;100;1;12;2;4;1;0;1;56;1;1;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:40;A 13;1;0;100;0;100;1;27;2;2;0;0;1;12;2;31;2;3;1;3;0;0;1;1;0;30;0;0;0;0;0;0;1;2;1;2;0;0;0;0;2;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:39;A 13;1;0;100;0;100;0;0;4;5;1;1;0;0;1;1;0;0;0;0;1;0;2;3;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:38;A 13;1;0;100;0;100;0;0;0;0;2;3;2;88;1;1;1;1;0;0;0;0;3;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:37;A 13;1;0;100;0;100;0;0;2;3;2;2;2;19;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
16.03.2025;00:36;A 13;1;0;100;0;100;0;0;0;0;1;1;1;16;0;0;2;4;0;29;0;0;1;2;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
