Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;V15Z;V15B;V16Z;V16B;V17Z;V17B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;V26Z;V26B;V27Z;V27B;V28Z;V28B;V29Z;V29B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;V36Z;V36B;V37Z;V37B;V38Z;V38B;V39Z;V39B;V40Z;V40B;V41Z;V41B;V42Z;V42B;D43Z;D43B;V45Z;V45B;V46Z;V46B;V47Z;V47B;V48Z;V48B
21.12.2024;01:00;A 36;1;0;0;0;0;1;1;2;3;0;0;1;2;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;1;0;21;1;3;0;0;1;4;0;0
21.12.2024;00:59;A 36;1;0;0;1;19;1;15;0;0;2;15;1;11;0;0;0;0;1;1;1;1;0;0;0;0;1;6;1;2;0;0;0;0;0;0;1;14;0;0;0;0;0;0;1;9;0;0;0;0;2;36;2;23;1;6;0;0;3;47;1;37;1;3
21.12.2024;00:58;A 36;1;1;2;2;7;0;0;1;30;2;10;0;0;0;1;0;0;2;2;1;1;0;0;0;0;3;9;1;4;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;3;0;0;1;5;0;0
21.12.2024;00:57;A 36;1;0;0;2;23;0;0;0;0;4;16;0;0;1;4;0;0;0;0;1;1;1;30;0;0;0;0;1;4;1;4;0;0;1;26;0;0;1;11;0;0;1;7;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.12.2024;00:56;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;30;0;0;1;3;2;4;5;12;0;0;0;0;0;0;1;33;0;0;0;0;0;0;3;32;0;0;1;1;0;0;0;0;0;0;0;3;0;0;0;0
21.12.2024;00:55;A 36;1;0;0;0;0;0;0;1;22;0;0;0;0;1;4;0;0;1;1;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;3;9;2;9;2;20;0;0
21.12.2024;00:54;A 36;1;0;0;2;22;0;20;0;0;1;29;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;0;0;0;2;2;0;0;0;0;0;0;1;9;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;6;0;0;0;0
21.12.2024;00:53;A 36;1;0;0;1;8;1;19;0;0;4;10;2;10;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;0;0;2;33;0;0;1;9;0;0;3;6;0;0;2;2;1;12;0;0;1;3;3;15;1;6;0;0
21.12.2024;00:52;A 36;1;0;0;1;27;0;0;0;0;1;8;0;0;0;0;0;0;1;5;0;0;0;0;0;0;1;7;1;3;0;0;1;2;1;3;0;0;0;0;2;3;1;7;0;0;0;0;0;0;2;1;0;0;0;0;1;3;2;5;0;0;0;0
21.12.2024;00:51;A 36;1;1;1;2;22;0;0;0;0;6;25;0;0;0;0;0;0;2;66;1;1;0;0;0;0;1;78;1;73;0;0;0;0;2;1;0;0;1;2;0;0;0;0;1;2;1;5;0;0;1;40;0;0;0;9;1;3;2;13;0;0;0;0
21.12.2024;00:50;A 36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;4;60;0;0;2;13;1;7;2;54
21.12.2024;00:49;A 36;1;0;0;2;3;1;5;0;0;3;10;1;8;0;0;0;0;2;6;0;0;0;0;0;0;2;17;0;0;0;0;0;11;1;25;2;35;1;34;0;0;2;10;2;11;1;8;0;0;0;0;0;0;1;46;0;0;0;0;1;1;2;5
21.12.2024;00:48;A 36;1;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;0;0;0;1;12;3;27;0;0;1;47;1;6;2;5;1;8;0;1;0;0;2;29;0;0;0;0;0;0;2;27;0;0;0;0
21.12.2024;00:47;A 36;1;0;0;2;28;0;0;0;0;4;17;0;0;0;0;0;0;0;15;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;1;64;0;0;0;0;2;9;0;4;2;3;0;0;2;62;0;0;1;17;0;0;3;42;0;0;1;2
21.12.2024;00:46;A 36;1;0;0;2;30;0;0;0;0;2;37;0;0;0;0;0;0;2;5;0;0;2;19;0;0;2;8;0;0;4;5;0;0;0;2;0;0;0;0;0;0;0;0;1;3;0;0;0;0;1;20;0;0;0;0;0;0;1;7;0;0;0;0
21.12.2024;00:45;A 36;1;0;0;1;42;0;40;0;0;1;8;0;0;0;0;1;2;0;0;0;0;0;0;1;7;0;0;0;0;0;0;2;12;2;5;0;0;0;0;2;10;2;8;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
21.12.2024;00:44;A 36;1;0;0;0;0;2;51;0;0;0;0;2;19;0;0;0;0;1;11;0;0;0;0;0;0;0;2;0;0;0;0;1;14;0;0;0;0;1;66;2;6;0;0;1;2;1;5;0;0;0;0;2;23;1;15;3;17;1;6;3;11;1;3
21.12.2024;00:43;A 36;1;0;0;4;8;0;0;0;0;1;15;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.12.2024;00:42;A 36;1;0;0;1;20;1;6;0;0;1;31;1;5;0;0;0;0;1;1;1;1;0;0;0;0;1;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;1;4;3;13;0;0;0;0
21.12.2024;00:41;A 36;1;0;0;2;65;0;0;1;44;1;7;0;0;1;6;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;1;30;0;0;0;6;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.12.2024;00:40;A 36;1;0;0;1;1;1;4;0;0;1;11;2;10;0;0;0;0;0;0;1;6;1;58;0;0;0;0;2;9;1;5;1;30;0;0;0;10;1;82;1;5;1;3;1;2;6;10;0;0;1;43;0;0;0;67;0;0;0;7;0;0;0;0
21.12.2024;00:39;A 36;1;0;0;1;14;0;0;3;29;1;16;0;0;3;14;0;0;1;1;0;0;0;0;0;0;2;4;0;0;0;0;0;14;0;0;1;36;0;0;0;0;0;0;1;11;0;0;0;0;1;1;1;41;1;4;0;0;2;7;2;6;1;4
21.12.2024;00:38;A 36;1;0;0;1;12;0;0;0;0;3;13;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6;0;0;0;0;2;55;0;0;0;0;1;21;2;9;1;3;0;0;2;5;0;0;1;29;0;0;2;54;0;0;1;9;0;0;2;12
21.12.2024;00:37;A 36;1;0;0;2;41;0;0;0;0;3;17;0;0;0;0;1;6;2;4;0;0;0;0;2;8;3;17;0;0;0;0;0;0;1;56;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;2;32;0;0;0;0;0;0;2;4
21.12.2024;00:36;A 36;1;1;0;83;46;1;2;0;0;5;63;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18;0;0;0;0;0;0;2;27;0;0;0;0;0;0;1;4;0;0;0;0;0;0;2;9;0;0;0;0
21.12.2024;00:35;A 36;1;0;0;0;0;1;2;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;27;0;13;0;0;1;3;3;32;0;0;0;0
21.12.2024;00:34;A 36;1;0;0;4;25;2;2;2;33;2;22;2;7;5;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;50;1;37;0;0;1;5;2;18;1;6;0;0
21.12.2024;00:33;A 36;1;0;0;1;63;0;0;0;0;3;11;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;4;0;0;1;2;1;11;0;0;1;40;1;3;1;5;0;0;1;5;0;0;1;45;0;0;0;0;2;4;2;14;0;0;0;0
21.12.2024;00:32;A 36;1;0;0;2;46;1;8;0;0;4;20;1;5;0;0;0;0;0;0;0;0;1;34;0;0;0;0;1;1;1;37;0;0;0;0;1;38;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.12.2024;00:31;A 36;1;0;0;1;1;0;0;1;29;3;7;0;0;1;4;0;0;2;15;1;1;0;0;0;0;1;8;1;3;0;0;0;0;0;59;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0
21.12.2024;00:30;A 36;1;0;0;2;29;0;0;1;44;3;39;0;0;1;7;0;0;1;24;0;0;0;0;0;0;2;8;0;0;0;0;0;0;1;13;0;0;1;5;0;0;1;11;1;2;1;3;0;0;2;29;0;0;0;0;0;0;4;19;0;0;0;0
21.12.2024;00:29;A 36;1;1;30;0;34;1;12;0;0;0;34;1;7;0;0;1;3;1;62;0;0;1;19;1;9;1;11;1;1;1;4;0;0;0;0;0;0;1;30;0;0;0;0;1;1;2;4;0;0;1;29;0;0;0;3;1;3;4;10;0;0;0;0
21.12.2024;00:28;A 36;1;1;29;2;61;0;0;0;0;3;42;0;0;0;0;0;0;3;28;0;0;0;0;0;0;1;38;0;0;0;0;0;0;1;1;1;1;2;52;0;0;2;6;2;4;5;11;0;0;0;0;0;0;1;26;0;0;0;0;0;0;1;2
21.12.2024;00:27;A 36;1;0;0;2;13;0;0;0;0;1;22;0;0;0;0;0;0;2;27;0;0;0;0;0;0;2;39;0;0;0;0;0;0;1;1;1;0;1;53;0;0;2;3;3;4;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
